object,pred_locations,rr,ap@1,ap@3,ap@5,rec@1,rec@3,rec@5
toy instrument,"['playroom', ""child's bedroom"", 'living room', 'family room', 'toy storage area']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
toy kitchen set,"['playroom', ""child's bedroom"", 'living room', 'basement', 'garage']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
toy tool kit,"['playroom', ""child's bedroom"", 'living room', 'garage', 'basement', 'closet']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
toy vehicle,"[""children's bedroom"", 'playroom', 'living room', 'toy storage area', 'basement', 'garage']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
tray,"['kitchen', 'dining room', 'living room', 'pantry', 'storage closet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
tumbler,"['kitchen', 'dining room', 'living room', 'pantry', 'bar area']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
tv,"['living room', 'bedroom', 'family room', 'basement', 'entertainment room']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.6666666666666666,0.6666666666666666
tvstand,"['living room', 'family room', 'bedroom', 'basement', 'entertainment room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
umbrella,"['entryway', 'coat closet', 'mudroom', 'garage', 'car trunk']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
usb drive,"['desk', 'office', 'drawer', 'computer area', 'living room', 'bedroom']",0.2,0.0,0.0,0.2,0.0,0.0,0.058823529411764705
utensil holder,"['kitchen counter', 'kitchen drawer', 'dining room', 'pantry', 'kitchen cabinet']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
vacuumcleaner,"['closet', 'utility room', 'garage', 'laundry room', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
vase,"['living room', 'dining room', 'hallway', 'bedroom', 'entryway']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
video game,"['living room', 'bedroom', 'entertainment room', 'home office', 'basement']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
vinyl tape,"['garage', 'workshop', 'utility room', 'basement', 'home office', 'tool shed', 'storage closet']",1.0,1.0,0.8333333333333333,0.7555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
virtual reality viewer,"['living room', 'bedroom', 'home office', 'entertainment room', 'gaming room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
wardrobe,"['bedroom', 'closet', 'dressing room', 'hallway']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
washcloth,"['bathroom', 'kitchen', 'laundry room', 'linen closet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
waste basket,"['kitchen', 'bathroom', 'office', 'bedroom', 'living room', 'garage', 'laundry room']",1.0,1.0,1.0,0.8875,0.058823529411764705,0.11764705882352941,0.23529411764705882
watch,"['bedroom', 'bathroom', 'living room', 'closet', 'nightstand', 'dresser', 'office', 'entryway']",1.0,1.0,0.75,0.75,0.5,0.5,0.5
water bottle,"['kitchen', 'refrigerator', 'dining room', 'living room', 'bedroom', 'gym area', 'office', 'car', 'backpack', 'garage']",1.0,1.0,0.8333333333333333,0.8041666666666667,0.058823529411764705,0.11764705882352941,0.23529411764705882
wateringcan,"['garden', 'garage', 'shed', 'balcony', 'utility room', 'greenhouse', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
weight loss guide,"['bookshelf', 'living room', 'bedroom', 'home office', 'coffee table']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
whale whistle,"['toy box', ""children's room"", 'playroom', 'living room', 'storage closet']",0.3333333333333333,0.0,0.3333333333333333,0.41666666666666663,0.0,0.058823529411764705,0.11764705882352941
window,"['living room', 'bedroom', 'kitchen', 'bathroom', 'dining room', 'hallway', 'basement', 'attic']",1.0,1.0,1.0,1.0,0.25,0.75,1.0
wine glass,"['kitchen cabinet', 'dining room', 'kitchen counter', 'bar area', 'dishwasher', 'living room', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
winebottle,"['wine rack', 'kitchen counter', 'pantry', 'dining room', 'refrigerator', 'basement', 'bar cart']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
wipe warmer,"['nursery', 'changing table', 'bathroom', 'bedroom', 'closet']",0.3333333333333333,0.0,0.3333333333333333,0.27777777777777773,0.0,0.058823529411764705,0.17647058823529413
wireless accessory,"['living room', 'home office', 'bedroom', 'entertainment room', 'study']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
xylitol sweetener,"['pantry', 'kitchen cabinet', 'kitchen counter', 'dining room', 'refrigerator']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
